code,name,price,change_pct,pe_ttm,pb,mcap_yi
002588,史丹利,9.28,2.09,9.84,1.35,79.68
000612,焦作万方,11.78,1.9,9.89,1.92,140.44
603368,柳药集团,16.37,2.12,9.9,0.81,65.02
000719,中原传媒,13.33,1.29,9.91,1.1,88.93
601156,东航物流,17.03,3.4,9.94,1.34,160.86
601669,中国电建,5.39,0.94,9.94,0.63,704.56
600720,中交设计,6.22,2.98,9.96,0.89,62.76
000589,贵州轮胎,4.79,1.91,10.14,0.81,73.96
002061,浙江交科,3.69,2.79,10.26,0.63,95.91
600511,国药股份,27.38,-0.69,10.27,1.08,151.51
605599,菜百股份,16.02,0.06,10.28,2.46,124.6
601811,新华文轩,13.1,1.0,10.32,1.04,103.74
000543,皖能电力,9.82,0.2,10.35,1.27,222.61
000902,新洋丰,13.2,1.38,10.38,1.37,150.85
600757,长江传媒,8.13,0.62,10.4,0.95,98.66
600033,福建高速,3.65,0.83,10.46,0.8,100.17
600874,创业环保,5.89,2.08,10.46,0.88,72.47
000783,长江证券,7.95,-2.21,10.46,1.19,439.64
300926,博俊科技,19.87,1.74,10.47,2.45,59.21
600968,海油发展,4.05,3.32,10.48,1.36,411.69
600039,四川路桥,8.47,-3.31,10.49,1.39,736.52
601607,上海医药,16.44,-0.24,10.49,0.79,458.55
000598,兴蓉环境,7.14,1.85,10.52,1.05,212.72
601881,中国银河,12.35,0.57,10.53,1.11,894.56
600690,海尔智家,21.08,0.96,10.56,1.58,1318.14
600894,广日股份,8.86,2.78,10.61,0.85,74.7
002572,索菲亚,9.42,1.51,10.66,1.38,61.37
601677,明泰铝业,19.07,2.03,10.67,1.2,237.1
600282,南钢股份,5.0,1.63,10.68,1.13,308.25
600096,云天化,31.01,1.21,10.69,2.37,565.31
600713,南京医药,5.12,2.2,10.77,0.91,66.04
600639,浦东金桥,10.02,0.8,10.78,0.75,85.19
600062,华润双鹤,16.89,0.9,10.79,1.45,175.36
601598,中国外运,6.11,0.66,10.8,1.05,315.12
000600,建投能源,12.21,-2.71,10.82,1.76,133.1
600710,苏美达,11.55,-1.28,11.0,1.76,150.93
600873,梅花生物,9.41,-0.11,11.09,1.61,263.88
600999,招商证券,17.12,0.77,11.18,1.2,1270.65
000166,申万宏源,4.43,0.45,11.22,0.97,998.32
600461,洪城环境,10.31,-1.72,11.24,1.29,132.4
000686,东北证券,7.97,0.13,11.24,0.92,186.53
600483,福能股份,11.56,0.61,11.26,1.15,321.38
000921,海信家电,25.18,2.11,11.27,1.88,231.19
600030,中信证券,25.67,-1.46,11.29,1.31,3125.72
002546,新联电子,7.61,1.06,11.29,1.68,60.97
000404,长虹华意,8.28,-0.6,11.3,1.3,57.36
603565,中谷物流,10.69,2.79,11.33,2.15,224.5
002772,众兴菌业,13.66,1.64,11.39,1.45,50.77
600612,老凤祥,36.8,2.36,11.4,1.4,116.7
600901,江苏金租,6.49,3.84,11.42,1.45,375.8
601827,三峰环境,8.58,3.62,11.46,1.15,143.45
300773,拉卡拉,24.6,1.57,11.48,3.92,180.7
600368,五洲交通,3.99,1.79,11.51,0.87,64.23
000807,云铝股份,28.91,1.47,11.55,2.81,1002.58
000563,陕国投Ａ,3.02,1.34,11.56,0.84,154.44
002532,天山铝业,14.96,0.2,11.58,2.29,614.39
002091,江苏国泰,9.01,0.9,11.61,0.92,144.0
601298,青岛港,9.39,2.85,11.62,1.29,506.32
601163,三角轮胎,14.23,-0.42,11.68,0.8,113.84
601555,东吴证券,7.94,1.28,11.69,0.9,394.52
600098,广州发展,8.04,0.5,11.73,1.01,281.87
601686,友发集团,5.39,3.26,11.73,1.19,79.32
000708,中信特钢,14.08,-0.42,11.73,1.68,710.64
601326,秦港股份,3.39,2.11,11.74,0.91,161.28
601058,赛轮轮胎,12.67,0.32,11.77,1.86,416.6
000550,江铃汽车,16.73,-0.12,11.82,1.2,86.74
600694,大商股份,15.62,3.72,11.83,0.67,59.17
000528,柳    工,9.06,0.89,11.84,0.97,184.29
001872,招商港口,22.22,-0.36,11.85,0.84,511.5
000527,美的电器,14.02,0.0,11.88,2.1,474.49
002867,周大生,12.54,-0.48,11.89,2.01,135.32
603529,爱玛科技,22.33,3.62,11.92,2.06,189.26
002078,太阳纸业,13.95,1.01,11.92,1.25,387.44
000828,东莞控股,10.22,0.99,11.95,1.05,106.24
600332,白云山,21.71,0.88,11.98,0.89,305.22
000028,国药一致,23.62,0.0,12.0,0.7,112.92
600323,瀚蓝环境,31.42,2.51,12.02,1.68,256.18
600273,嘉化能源,7.48,2.47,12.03,1.0,98.09
600428,中远海特,8.07,3.46,12.03,1.29,173.23
601518,吉林高速,3.13,2.96,12.04,1.02,59.17
600801,华新建材,18.85,1.13,12.06,1.19,252.91
688332,中科蓝讯,92.4,-2.19,12.08,3.27,164.92
000030,富奥股份,4.68,2.18,12.12,0.94,78.2
600023,浙能电力,6.7,3.55,12.14,1.16,898.39
603444,吉比特,342.05,3.04,12.15,4.48,246.42
000933,神火股份,30.25,4.13,12.18,2.71,679.84
600528,中铁工业,7.53,1.21,12.23,0.66,167.28
600998,九州通,4.9,2.08,12.24,0.9,247.08
601000,唐山港,4.32,-1.59,12.26,1.23,256.0
601766,中国中车,5.78,0.17,12.28,0.94,1406.15
002128,电投能源,32.19,4.01,12.31,1.93,721.56
600061,国投资本,6.49,0.78,12.33,0.76,414.97
601108,财通证券,7.86,0.13,12.33,0.96,365.0
600897,厦门空港,15.11,4.71,12.36,1.27,63.0
600827,百联股份,8.54,0.59,12.39,0.74,137.02
600717,天津港,4.55,1.34,12.44,0.64,131.68
000932,华菱钢铁,4.08,1.75,12.45,0.5,279.59
603071,物产环能,14.69,4.93,12.49,1.43,81.96
601857,中国石油,10.82,-0.46,12.52,1.22,17519.97
601098,中南传媒,11.24,3.21,12.57,1.22,201.87
300724,捷佳伟创,78.62,-2.59,12.57,2.01,226.2
600035,楚天高速,3.93,2.08,12.59,0.7,63.28
002705,新宝股份,12.89,0.0,12.59,1.21,104.16
002011,盾安环境,12.41,-0.48,12.62,1.95,131.49
000999,华润三九,24.52,0.29,12.65,1.83,407.69
002060,广东建工,3.64,2.54,12.69,0.98,56.89
300770,新媒股份,35.83,2.96,12.7,2.3,81.63
601211,国泰海通,15.87,3.19,12.74,0.86,2141.96
600551,时代出版,7.54,3.57,12.75,0.86,51.13
000848,承德露露,8.25,0.12,12.75,2.63,83.42
600496,精工钢构,4.06,0.5,12.78,0.86,80.8
600583,海油工程,5.73,2.14,12.78,0.87,253.34
000690,宝新能源,6.08,-1.78,12.78,1.05,132.21
600211,西藏药业,38.4,-0.36,12.79,3.42,123.77
603613,国联股份,23.65,0.64,12.85,1.82,170.41
600398,海澜之家,5.87,2.98,12.93,1.63,281.92
601107,四川成渝,6.28,-0.79,12.94,1.11,135.82
601019,山东出版,7.33,1.95,12.97,0.97,152.97
600019,宝钢股份,6.04,0.17,12.98,0.63,1315.64
601899,紫金矿业,30.19,-0.82,13.01,4.07,6219.68
600008,首创环保,3.2,1.59,13.03,1.11,234.9
603833,欧派家居,39.64,1.17,13.1,1.31,241.47
601901,方正证券,6.79,-1.45,13.12,1.07,558.96
603995,甬金股份,20.49,1.54,13.14,1.27,74.92
002440,闰土股份,9.43,-0.42,13.16,1.05,89.24
600233,圆通速递,18.63,-0.64,13.17,1.76,637.65
600761,安徽合力,17.97,0.96,13.17,1.44,160.06
601600,中国铝业,11.29,-1.14,13.21,2.4,1487.27
601018,宁波港,3.51,0.86,13.23,0.85,682.85
600066,宇通客车,32.67,1.15,13.25,6.13,723.29
600595,中孚实业,7.31,4.43,13.27,1.7,292.98
600938,中国海油,34.82,1.22,13.28,1.98,1041.12
000680,山推股份,11.25,4.55,13.3,2.61,147.9
603338,浙江鼎力,50.64,-0.96,13.33,2.16,256.41
600517,国网英大,5.41,0.37,13.35,1.29,309.37
000568,泸州老窖,90.4,-0.7,13.38,2.58,1330.02
002508,老板电器,17.32,0.06,13.39,1.39,161.69
600109,国金证券,8.64,-0.35,13.41,0.89,320.14
603187,海容冷链,13.5,3.93,13.41,1.21,51.62
002004,华邦健康,4.63,2.21,13.41,0.88,87.2
600961,株冶集团,24.94,-1.58,13.43,5.29,187.5
601139,深圳燃气,6.73,3.86,13.43,1.17,193.6
601921,浙版传媒,7.6,1.74,13.46,1.16,168.89
000728,国元证券,7.19,0.84,13.48,0.81,313.76
002140,东华科技,10.56,3.94,13.48,1.53,74.66
688336,三生国健,65.22,1.21,13.55,4.68,402.27
603816,顾家家居,29.21,0.45,13.58,2.16,237.23
601311,骆驼股份,8.82,1.61,13.61,1.01,103.47
600867,通化东宝,8.6,2.26,13.62,2.33,168.43
600983,惠而浦,8.89,2.77,13.65,2.22,68.14
600958,东方证券,9.3,-0.11,13.66,0.97,694.66
601928,凤凰传媒,9.19,2.68,13.67,1.15,233.88
002001,新 和 成,29.85,1.63,13.67,2.81,906.5
600742,富维股份,8.25,1.98,13.68,0.73,61.3
600060,海信视像,26.14,1.24,13.69,1.56,339.86
002555,三七互娱,19.95,3.91,13.69,3.24,316.68
002648,卫星化学,23.81,2.32,13.69,2.26,801.56
600377,宁沪高速,12.93,0.31,13.72,1.5,491.62
601877,正泰电器,29.42,0.96,13.73,1.39,632.23
002926,华西证券,8.19,1.24,13.76,0.85,214.99
603799,华友钴业,53.48,-2.41,13.79,2.05,1009.49
600177,雅戈尔,7.66,2.68,13.8,0.83,344.96
000786,北新建材,23.25,1.53,13.8,1.42,392.81
600780,通宝能源,7.86,1.81,13.82,1.05,90.12
600585,海螺水泥,20.31,0.79,13.85,0.56,812.34
002379,宏桥控股,20.96,-1.41,13.86,5.57,238.18
600795,国电电力,5.25,1.94,13.87,1.53,936.37
600104,上汽集团,12.21,-0.89,13.88,0.47,1403.57
600642,申能股份,10.76,4.26,13.89,1.38,526.57
000899,赣能股份,14.52,3.42,13.95,2.13,141.67
000513,丽珠集团,30.9,0.13,13.97,1.89,175.56
600346,恒力石化,17.76,3.32,13.99,1.77,1250.14
000951,中国重汽,21.67,0.84,13.99,1.53,253.32
600507,方大特钢,4.84,0.21,14.0,1.14,111.96
600711,盛屯矿业,12.2,0.0,14.01,2.18,377.05
300388,节能国祯,7.8,4.98,14.04,1.11,53.12
000915,华特达因,27.77,1.65,14.05,2.19,65.03
000333,美的集团,81.7,1.05,14.07,2.68,5605.56
600803,新奥股份,19.83,1.43,14.08,2.54,609.12
600057,厦门象屿,6.49,2.04,14.12,1.17,135.8
600125,铁龙物流,5.83,2.64,14.12,0.97,76.11
002236,大华股份,16.85,0.96,14.12,1.49,402.9
600887,伊利股份,27.0,0.3,14.13,2.87,1699.36
603173,福斯达,35.21,1.41,14.15,2.71,56.34
600329,达仁堂,40.09,-1.55,14.16,4.1,227.35
600809,山西汾酒,128.13,-0.13,14.23,3.47,1563.14
688009,中国通号,4.9,2.08,14.23,1.08,422.43
601233,桐昆股份,19.87,4.14,14.24,1.18,471.85
601333,广深铁路,3.09,0.0,14.24,0.76,174.65
600380,健康元,10.24,0.39,14.25,1.2,187.34
603713,密尔克卫,57.66,4.04,14.27,1.92,91.18
000411,英特集团,12.15,4.02,14.28,1.27,68.49
003013,地铁设计,14.91,1.77,14.29,2.04,59.63
002034,旺能环境,20.0,3.25,14.32,1.42,102.91
600020,中原高速,4.08,1.75,14.33,0.77,91.69
600933,爱柯迪,15.76,-1.25,14.33,1.65,154.61
002939,长城证券,8.42,-0.94,14.35,1.04,303.34
600989,宝丰能源,24.63,2.63,14.36,3.68,1806.21
300979,华利集团,34.82,1.87,14.36,2.69,406.35
000157,中联重科,7.22,0.14,14.41,1.07,510.43
601995,中金公司,33.85,0.18,14.43,1.59,989.62
300415,伊之密,21.95,-1.13,14.46,3.03,99.45
601512,中新集团,8.85,1.72,14.48,0.86,132.65
002697,红旗连锁,4.97,0.0,14.49,1.41,56.92
601216,君正集团,5.21,1.76,14.52,1.47,439.62
002928,华夏航空,7.71,-2.41,14.54,2.48,98.55
000963,华东医药,29.06,0.14,14.55,1.98,509.43
002911,佛燃能源,11.57,1.85,14.55,3.55,146.6
603508,思维列控,22.53,1.21,14.56,2.17,85.9
002468,申通快递,15.13,-1.11,14.56,2.03,221.52
600219,南山铝业,5.25,0.96,14.59,1.22,602.89
300815,玉禾田,20.54,1.68,14.59,1.74,80.18
600648,外高桥,9.78,1.24,14.62,0.83,111.27
605050,福然德,11.02,1.85,14.63,1.22,54.31
301061,匠心家居,42.73,2.03,14.64,2.86,80.73
001965,招商公路,9.98,-0.6,14.65,0.97,678.15
603612,索通发展,20.86,0.29,14.66,1.76,103.9
603939,益丰药房,20.93,-0.99,14.68,2.13,253.75
002483,润邦股份,5.94,3.85,14.68,1.14,52.58
002299,圣农发展,17.55,3.3,14.69,1.94,213.92
002345,潮宏基,9.45,2.61,14.69,2.26,81.95
002014,永新股份,10.56,-0.38,14.7,2.69,63.64
600566,济川药业,27.73,0.73,14.71,1.71,254.71
603233,大参林,16.63,0.79,14.72,2.47,189.39
600618,氯碱化工,10.67,2.69,14.74,1.3,80.01
688101,三达膜,17.86,-2.83,14.8,1.33,59.3
600270,外运发展,20.99,0.0,14.81,2.25,190.06
603259,药明康德,99.99,-1.58,14.82,3.75,2473.03
603298,杭叉集团,25.24,-0.94,14.82,2.87,330.6
301219,腾远钴业,76.53,-1.52,14.85,2.29,161.03
002043,兔 宝 宝,13.52,4.56,14.97,3.51,109.18
600295,鄂尔多斯,13.72,1.48,15.0,1.71,271.05
000900,现代投资,3.9,1.56,15.01,0.54,59.19
002293,罗莱生活,9.98,0.4,15.01,2.09,82.53
002444,巨星科技,32.3,-0.31,15.05,2.02,370.39
603198,迎驾贡酒,37.55,1.62,15.08,2.62,300.4
601965,中国汽研,15.81,1.02,15.1,1.98,157.85
002120,韵达股份,6.98,1.16,15.13,0.95,196.5
002701,奥瑞金,5.09,1.19,15.16,1.27,130.17
605183,确成股份,15.99,-1.05,15.17,1.76,65.95
000791,甘肃能源,9.63,-2.13,15.17,2.11,186.4
002039,黔源电力,22.62,-2.42,15.17,2.21,96.71
002318,久立特材,23.56,0.17,15.2,2.83,224.92
601801,皖新传媒,5.83,2.64,15.22,0.94,114.15
600660,福耀玻璃,52.48,-0.34,15.23,3.8,1051.17
300043,星辉娱乐,4.91,4.25,15.23,3.42,61.06
600079,ST人福,17.77,1.54,15.24,1.49,274.22
601199,江南水务,5.88,0.0,15.24,1.17,54.99
002020,京新药业,13.47,0.22,15.26,1.9,97.52
603515,欧普照明,18.7,-3.01,15.27,1.95,137.69
002478,常宝股份,7.43,0.54,15.28,1.1,53.7
603680,今创集团,12.13,2.1,15.3,1.62,95.07
300181,佐力药业,14.19,2.6,15.3,3.13,85.55
603111,康尼机电,6.34,1.6,15.34,1.33,54.07
600317,营口港,2.6,0.0,15.36,1.3,168.3
002563,森马服饰,5.64,2.92,15.36,1.34,124.48
600300,维维股份,3.31,0.91,15.39,1.51,53.53
600662,外服控股,4.59,2.46,15.46,1.93,104.49
002961,瑞达期货,21.7,-1.72,15.46,2.59,103.49
603588,高能环境,12.37,0.49,15.49,1.87,188.42
605305,中际联合,40.92,-0.7,15.51,2.84,86.96
002352,顺丰控股,35.13,0.52,15.52,1.8,1675.71
300428,立中集团,20.93,0.05,15.55,1.58,124.9
603128,华贸物流,5.51,2.8,15.58,1.14,72.13
002734,利民股份,16.5,1.85,15.58,2.02,71.67
600012,皖通高速,17.0,1.01,15.59,2.17,198.15
000792,盐湖股份,30.38,-1.27,15.59,3.6,1607.57
600886,国投电力,14.51,1.47,15.63,1.68,1081.6
603367,辰欣药业,14.1,1.0,15.63,1.01,63.84
603055,台华新材,8.78,0.46,15.64,1.45,77.88
002233,塔牌集团,8.21,-1.79,15.65,0.83,96.33
002533,金杯电工,12.74,3.92,15.71,2.23,81.24
600285,羚锐制药,21.9,2.43,15.74,3.4,123.92
603100,川仪股份,19.7,4.18,15.76,2.16,100.77
600941,中国移动,98.9,-0.2,15.78,1.51,892.84
300360,炬华科技,14.96,1.49,15.79,1.81,74.84
002432,九安医疗,77.79,1.97,15.8,1.68,361.94
603599,广信股份,11.37,1.61,15.84,1.01,103.5
601872,招商轮船,15.53,-2.08,15.85,2.78,1253.98
600582,天地科技,5.53,2.03,15.86,0.88,228.86
601339,百隆东方,7.67,3.09,15.86,1.23,115.02
000088,盐 田 港,4.5,0.67,15.86,1.27,142.33
002517,恺英网络,16.08,0.25,15.86,3.32,303.77
601377,兴业证券,5.77,0.35,15.87,0.88,498.3
688526,科前生物,13.27,0.91,15.87,1.54,61.86
601975,招商南油,4.95,1.85,15.88,1.95,231.68
001914,招商积余,10.07,3.92,15.88,0.97,106.11
600050,中国联通,4.4,1.15,15.89,0.81,1363.58
603369,今世缘,29.96,-1.12,15.93,2.08,373.54
600004,白云机场,8.3,0.36,15.96,1.01,196.44
002284,亚太股份,11.51,-0.52,15.99,2.43,84.27
002448,中原内配,13.54,1.04,16.04,2.02,78.6
601225,陕西煤业,26.77,4.0,16.05,2.54,2595.35
601633,长城汽车,16.99,0.59,16.05,1.65,1054.95
603899,晨光股份,23.24,0.82,16.1,2.46,214.03
000957,中通客车,10.42,1.66,16.15,1.91,61.78
605507,国邦医药,15.83,3.4,16.16,1.48,123.85
600415,小商品城,12.96,1.17,16.19,2.98,710.67
002437,誉衡药业,2.99,1.01,16.2,2.79,62.79
002997,瑞鹄模具,31.04,-2.54,16.2,2.52,64.97
600607,上实医药,23.52,0.0,16.21,3.74,86.51
601886,江河集团,8.85,-1.56,16.21,1.43,100.27
601788,光大证券,14.32,0.35,16.22,1.06,559.44
600674,川投能源,15.74,1.55,16.23,1.65,767.26
600170,上海建工,2.59,2.78,16.24,0.74,230.15
002984,森麒麟,15.25,0.2,16.24,1.17,108.87
603568,伟明环保,15.35,1.86,16.26,2.2,314.44
603153,上海建科,14.76,0.75,16.3,1.56,59.6
603993,洛阳钼业,18.42,-0.49,16.32,4.76,3216.29
601808,中海油服,13.09,0.46,16.39,1.31,387.53
301004,嘉益股份,39.06,1.53,16.42,3.17,53.16
603194,中力股份,34.79,3.85,16.43,2.53,54.98
603766,隆鑫通用,12.92,-1.0,16.46,3.08,265.32
000895,双汇发展,25.03,0.04,16.49,4.36,867.09
600166,福田汽车,2.98,1.71,16.5,1.47,235.94
600216,浙江医药,12.89,1.02,16.5,1.1,122.63
601878,浙商证券,9.42,-0.21,16.52,1.14,430.85
300446,航天智造,16.3,0.56,16.55,2.28,60.89
600028,中国石化,4.87,0.41,16.57,0.71,4614.45
000755,山西高速,5.32,0.76,16.6,1.39,78.06
002073,软控股份,5.8,2.11,16.62,0.93,58.8
601168,西部矿业,30.85,1.05,16.63,3.68,735.16
688578,XD艾力斯,89.21,0.1,16.63,5.37,401.44
603043,广州酒家,14.33,2.14,16.64,2.16,80.81
601066,中信建投,24.3,-0.37,16.73,2.18,1578.45
002244,滨江集团,10.54,1.54,16.81,1.08,290.65
600587,新华医疗,13.6,0.97,16.84,1.05,82.5
000538,云南白药,49.82,-0.24,16.91,2.26,883.28
600426,华鲁恒升,29.8,1.26,16.92,1.86,630.29
601966,玲珑轮胎,12.12,0.92,16.97,0.78,177.38
600686,金龙汽车,13.55,0.89,17.0,2.67,97.16
688425,铁建重工,4.48,0.67,17.08,1.27,238.94
000581,威孚高科,19.25,-0.16,17.1,0.92,152.83
002673,西部证券,6.69,1.52,17.11,0.98,299.02
600179,安通控股,4.45,1.6,17.14,1.56,171.87
000975,山金国际,22.7,1.07,17.14,4.25,572.77
601702,华峰铝业,20.26,-1.51,17.17,3.03,202.3
002959,小熊电器,37.81,0.85,17.21,2.05,56.91
002267,陕天然气,7.71,3.77,17.28,1.22,85.74
601038,一拖股份,13.0,1.72,17.29,1.78,95.12
002539,云图控股,12.55,-0.55,17.29,1.56,111.67
600420,国药现代,9.27,-0.11,17.3,0.89,124.33
002895,川恒股份,35.65,4.55,17.32,3.08,212.1
301039,中集车辆,8.15,0.37,17.32,1.04,118.37
600267,海正药业,10.15,-0.98,17.33,1.36,121.67
002003,伟星股份,9.3,1.2,17.35,2.63,95.06
600480,凌云股份,10.99,-0.27,17.37,1.63,133.3
000567,海德股份,6.3,0.96,17.4,2.04,122.76
600489,中金黄金,22.56,0.62,17.43,3.33,1093.55
000425,徐工机械,9.81,0.62,17.43,1.84,880.14
603456,九洲药业,12.79,1.19,17.45,1.28,113.76
600531,豫光金铅,13.09,-1.06,17.47,2.23,158.29
601728,中国电信,6.05,0.0,17.48,1.18,4696.6
600251,冠农股份,10.23,3.44,17.49,1.97,79.49
601200,上海环境,7.84,2.48,17.5,0.89,105.54
603855,华荣股份,18.05,3.14,17.5,2.71,60.56
000778,新兴铸管,4.45,-0.89,17.51,0.66,173.26
002032,苏 泊 尔,46.18,2.28,17.55,8.02,369.2
002605,姚记科技,19.6,4.2,17.58,2.1,66.27
600739,辽宁成大,10.86,0.93,17.59,0.56,165.32
600196,复星医药,22.99,-1.12,17.66,1.25,487.04
601949,中国出版,5.35,4.29,17.7,1.02,101.86
600993,马应龙,24.29,0.41,17.73,2.28,104.52
600988,赤峰黄金,33.5,0.39,17.75,4.65,557.41
603658,XD安图生,32.13,-0.25,17.75,2.18,183.6
000596,古井贡酒,94.89,2.0,17.75,1.92,387.72
002275,桂林三金,13.72,1.18,17.81,2.43,76.43
603013,亚普股份,19.68,2.29,17.83,2.24,100.02
002602,世纪华通,15.21,4.32,17.84,3.52,1033.8
002833,弘亚数控,18.71,-1.89,17.89,2.9,53.93
002507,涪陵榨菜,11.92,1.62,17.9,1.57,137.17
600600,青岛啤酒,61.47,0.54,17.93,2.58,435.9
003012,东鹏控股,5.16,2.38,17.96,0.82,58.54
002749,国光股份,9.43,1.4,17.97,2.98,51.33
600909,华安证券,7.23,0.84,18.01,1.38,363.25
600309,万华化学,75.85,3.27,18.04,2.21,2374.46
601021,春秋航空,48.38,-1.27,18.04,2.54,473.32
601022,宁波远洋,8.54,4.02,18.07,1.78,111.76
600750,华润江中,25.88,3.31,18.08,3.81,162.74
000100,TCL科技,4.4,2.8,18.09,1.46,841.81
001323,慕思股份,21.03,3.34,18.09,1.99,65.46
600258,首旅酒店,13.58,2.88,18.1,1.24,151.63
000423,东阿阿胶,49.72,-0.54,18.1,3.24,319.63
603279,XD景津装,15.0,0.33,18.12,1.93,86.46
601061,中信金属,12.93,-1.75,18.13,2.61,633.57
603979,金诚信,73.31,-1.17,18.16,3.99,457.3
600120,浙江东方,4.93,2.28,18.18,1.03,168.38
002752,昇兴股份,6.82,2.87,18.21,1.86,66.53
300358,楚天科技,8.45,0.48,18.25,1.08,59.26
603053,成都燃气,9.63,2.77,18.26,1.69,85.6
002266,浙富控股,5.07,-1.55,18.26,2.09,245.52
600817,宇通重工,10.34,2.58,18.27,2.12,54.72
300435,中泰股份,18.6,0.59,18.27,2.13,68.61
000422,湖北宜化,14.4,1.98,18.28,2.52,152.33
002287,奇正藏药,21.34,1.38,18.28,2.42,121.84
002255,海陆重工,9.83,0.82,18.29,1.78,62.71
002773,康弘药业,21.25,1.19,18.29,2.04,145.94
600007,中国国贸,21.73,1.35,18.3,2.18,218.88
300573,兴齐眼药,38.81,0.96,18.33,7.15,106.5
