code,name,price,change_pct,pe_ttm,pb,mcap_yi
002255,海陆重工,9.62,-2.14,17.9,1.74,61.37
600258,首旅酒店,13.46,-0.88,17.94,1.23,150.29
600531,豫光金铅,13.44,2.67,17.94,2.29,162.52
603053,成都燃气,9.47,-1.66,17.95,1.67,84.18
002749,国光股份,9.42,-0.11,17.95,2.97,51.27
300358,楚天科技,8.33,-1.42,18.0,1.07,58.42
001323,慕思股份,20.95,-0.38,18.02,1.98,65.21
600120,浙江东方,4.89,-0.81,18.03,1.02,167.01
600988,赤峰黄金,34.15,1.94,18.09,4.74,568.23
002287,奇正藏药,21.14,-0.94,18.11,2.4,120.7
603181,皇马科技,13.77,-3.23,18.12,2.24,81.06
603195,公牛集团,41.73,-1.6,18.16,4.23,751.42
689009,九号公司-WD,37.84,-2.15,18.17,3.69,210.26
600750,华润江中,26.02,0.54,18.18,3.83,163.62
000100,TCL科技,4.43,0.68,18.21,1.47,847.55
002266,浙富控股,5.07,0.0,18.26,2.09,245.52
601006,大秦铁路,5.18,-0.77,18.27,0.63,1043.62
601061,中信金属,13.04,0.85,18.28,2.64,638.96
000883,湖北能源,5.32,-1.85,18.29,1.0,344.71
000887,中鼎股份,20.96,-0.8,18.29,1.88,275.49
300573,兴齐眼药,38.71,-0.26,18.29,7.13,106.22
600866,星湖科技,5.05,-1.37,18.33,1.03,63.42
002226,江南化工,5.09,-1.55,18.33,1.39,134.83
000423,东阿阿胶,50.37,1.31,18.34,3.29,323.8
600007,中国国贸,21.79,0.28,18.35,2.18,219.49
002773,康弘药业,21.33,0.38,18.36,2.05,146.49
605090,九丰能源,36.64,-1.16,18.37,2.25,258.14
605338,巴比食品,21.73,-1.5,18.39,2.48,52.06
600026,中远海能,18.55,-1.33,18.43,2.1,708.98
000429,粤高速Ａ,14.07,-0.64,18.44,2.55,183.38
600535,天士力,14.34,0.0,18.45,1.7,214.23
605319,无锡振华,24.87,0.0,18.47,3.05,86.59
300470,中密控股,31.77,-1.4,18.48,2.22,62.63
000418,小天鹅A,57.39,0.0,18.57,4.06,252.14
300628,亿联网络,39.5,3.54,18.57,6.0,286.71
600352,浙江龙盛,11.28,0.36,18.63,1.11,366.98
688187,时代电气,56.88,-1.42,18.66,1.78,494.23
600486,扬农化工,58.15,-0.72,18.68,1.99,234.92
601816,京沪高铁,5.1,1.59,18.69,1.19,2495.21
002204,大连重工,5.94,-2.46,18.74,1.43,114.72
002690,美亚光电,15.48,-0.58,18.79,5.67,67.14
688128,中国电研,25.21,-0.83,18.81,2.83,101.97
002415,海康威视,30.75,2.3,18.87,3.56,2781.77
603979,金诚信,76.35,4.15,18.91,4.16,476.26
600900,长江电力,27.96,0.68,18.96,3.0,6841.31
002216,三全食品,13.08,-3.54,18.99,2.36,82.47
600631,百联股份(已合并),15.68,0.0,19.0,2.57,172.64
300910,瑞丰新材,33.8,-2.31,19.0,3.67,90.68
600221,海航控股,1.51,-0.66,19.01,9.38,646.97
002941,新疆交建,12.09,-2.5,19.02,1.88,88.23
002083,孚日股份,9.69,-2.81,19.06,1.88,91.7
000027,深圳能源,8.02,0.0,19.07,1.14,381.54
600826,兰生股份,8.75,-2.56,19.09,1.48,64.36
600529,山东药玻,19.21,0.26,19.11,1.54,127.48
002249,大洋电机,8.52,-1.27,19.15,2.17,158.64
002832,比音勒芬,20.32,-0.15,19.15,2.02,79.13
002262,恩华药业,20.26,-1.94,19.16,2.58,179.08
688819,天能股份,24.6,-1.4,19.19,1.4,239.14
002603,以岭药业,15.77,-1.19,19.24,2.31,217.08
600388,龙净环保,17.77,-3.95,19.27,2.1,225.69
300119,瑞普生物,16.28,-1.27,19.29,1.63,54.31
600548,深高速,8.98,-0.55,19.3,0.97,153.96
002452,长高电新,11.4,-3.8,19.33,2.6,58.74
688169,石头科技,106.03,-1.81,19.36,1.92,274.73
600787,中储股份,4.83,-1.23,19.37,0.75,104.81
002545,东方铁塔,21.83,-0.55,19.37,2.66,246.71
601089,XD福元医,17.53,-2.77,19.38,2.31,84.14
002101,广东鸿图,9.07,-0.77,19.39,0.76,60.06
603227,雪峰科技,8.79,-3.72,19.4,1.86,94.2
600389,江山股份,25.28,1.81,19.45,2.6,108.87
002906,华阳集团,29.47,0.75,19.53,2.24,154.6
603969,银龙股份,8.12,0.74,19.57,2.5,68.99
002558,巨人网络,25.63,-2.73,19.59,3.05,487.11
600499,科达制造,15.85,-0.88,19.63,2.31,303.98
600425,青松建化,3.74,-1.06,19.67,0.93,60.02
600102,莱钢股份,7.13,0.0,19.68,1.06,65.76
000928,中钢国际,6.01,-0.66,19.68,1.0,86.22
600519,贵州茅台,1307.22,-0.18,19.76,6.1,16341.32
600017,日照港,2.82,-1.05,19.78,0.62,86.73
002946,新乳业,18.03,-3.43,19.79,4.06,153.38
600790,轻纺城,4.1,-1.68,19.8,1.01,60.1
600031,三一重工,18.14,0.39,19.81,1.84,1537.25
600361,创新新材,4.5,-1.1,19.88,1.47,167.97
600982,宁波能源,6.74,1.05,19.92,1.72,75.33
300009,安科生物,8.27,-0.96,19.92,3.2,101.74
000729,燕京啤酒,12.59,-3.08,19.95,2.25,315.96
002768,国恩股份,65.41,3.02,19.97,2.86,115.61
600298,安琪酵母,36.86,0.33,19.99,2.57,315.95
002311,海大集团,47.2,-2.8,19.99,3.18,776.04
002500,山西证券,5.18,-0.96,20.0,0.99,185.95
603486,科沃斯,58.4,-2.0,20.02,3.64,334.84
605116,奥锐特,19.46,-2.51,20.08,2.93,79.04
301035,润丰股份,52.83,-3.22,20.2,2.62,192.28
600335,国机汽车,5.63,-0.71,20.25,0.72,83.74
605098,行动教育,56.15,-1.2,20.25,6.53,66.96
603235,天新药业,24.08,-1.75,20.27,2.08,105.42
300641,正丹股份,15.15,-1.69,20.27,2.43,79.62
601088,中国神华,48.24,-1.55,20.29,2.09,7955.28
002847,盐津铺子,59.64,-2.29,20.31,7.49,145.43
603393,新天然气,27.6,-0.72,20.36,1.24,116.81
600284,浦东建设,5.92,-3.11,20.38,0.73,57.44
002541,鸿路钢构,18.97,1.72,20.38,1.33,94.12
000650,仁和药业,5.38,-0.92,20.4,1.17,71.63
001207,联科科技,18.63,1.47,20.55,2.44,54.52
688789,宏华数科,52.82,-1.82,20.63,2.63,95.21
000549,S湘火炬,8.9,0.0,20.68,4.1,55.09
603112,华翔股份,21.94,1.76,20.72,2.69,117.29
601198,东兴证券,13.31,0.23,20.73,1.4,430.24
002978,安宁股份,28.29,1.25,20.78,1.52,104.47
000997,新 大 陆,20.18,-2.65,20.84,2.71,203.3
300140,节能环境,6.12,-0.97,20.84,1.32,62.43
601001,晋控煤业,20.65,2.23,20.85,1.77,345.62
603317,天味食品,14.6,-2.34,20.86,3.72,155.45
002223,鱼跃医疗,26.84,0.9,20.93,2.06,252.91
300695,兆丰股份,61.95,-0.5,20.94,2.2,63.35
000065,北方国际,11.85,-2.87,20.95,1.23,115.53
002423,中粮资本,9.23,-1.07,21.03,0.89,212.67
300596,利安隆,47.73,0.29,21.05,2.21,109.6
002332,仙琚制药,8.52,-0.7,21.09,1.43,83.89
002372,伟星新材,9.9,-1.59,21.11,3.54,145.61
600681,百川能源,3.87,-1.02,21.17,1.41,51.85
603299,苏盐井神,10.43,0.19,21.19,1.21,81.41
000709,河钢股份,2.24,-0.88,21.19,0.44,231.51
603129,春风动力,232.76,-1.5,21.23,4.85,357.25
600754,锦江酒店,20.5,-1.63,21.3,1.4,185.74
600598,北大荒,14.49,-0.82,21.32,3.39,257.59
603337,杰克科技,38.83,-0.77,21.34,3.44,183.95
600621,华鑫股份,13.15,-0.45,21.35,1.49,139.51
603587,地素时尚,12.55,-3.46,21.37,1.59,59.5
600348,华阳股份,9.42,-3.88,21.38,1.22,339.83
000739,普洛药业,16.45,-2.08,21.38,3.03,190.49
600089,特变电工,26.12,-1.28,21.4,1.83,1319.79
000617,中油资本,7.79,-1.14,21.44,0.93,984.82
002026,山东威达,12.51,2.46,21.44,1.43,55.11
300002,神州泰岳,8.0,-1.23,21.44,2.01,147.74
301015,百洋医药,21.01,-3.71,21.5,5.05,110.42
605368,蓝天燃气,7.15,-0.97,21.67,1.54,51.1
002714,牧原股份,36.76,-2.8,21.7,2.53,1396.95
601330,绿色动力,9.7,-0.1,21.71,1.68,95.94
688093,世华科技,30.77,1.15,21.73,3.1,86.27
300832,新产业,45.17,-3.01,21.84,4.15,308.57
688016,心脉医疗,104.45,3.93,21.88,3.05,128.75
300888,稳健医疗,28.97,-1.76,21.88,1.46,167.94
601799,星宇股份,127.03,0.42,21.9,3.28,362.9
603596,伯特利,31.93,-0.56,21.92,3.66,286.62
603223,恒通股份,9.88,-1.69,22.01,1.71,69.74
603885,吉祥航空,11.45,-3.94,22.03,2.42,250.07
000551,创元科技,15.45,-1.21,22.05,2.46,74.86
000557,西部创业,4.22,-1.63,22.07,0.96,61.52
601866,中远海发,2.58,0.0,22.08,1.09,251.6
688349,三一重能,19.51,-3.75,22.1,1.67,232.07
600572,康恩贝,4.23,-0.7,22.2,1.48,107.03
600025,华能水电,10.18,0.79,22.21,2.67,1896.65
688278,特宝生物,55.15,-1.52,22.21,6.66,225.12
603277,银都股份,11.89,-1.33,22.22,2.56,72.5
688208,道通科技,30.87,2.15,22.22,5.87,206.89
601868,中国能建,2.86,-1.72,22.26,1.06,927.46
002027,分众传媒,5.55,-2.29,22.26,5.19,801.54
002010,传化智联,5.32,-1.3,22.31,0.81,146.69
300685,艾德生物,20.41,0.0,22.37,4.26,79.51
600021,上海电力,19.9,-3.35,22.41,2.7,561.43
603707,健友股份,8.15,-1.57,22.48,1.9,131.68
002454,松芝股份,5.78,-1.2,22.52,1.28,50.71
000089,深圳机场,6.82,-0.58,22.54,1.18,139.86
300144,宋城演艺,6.72,-1.32,22.61,2.25,174.54
000923,河钢资源,16.15,3.33,22.72,1.05,101.41
300760,迈瑞医疗,146.99,-1.63,22.74,4.62,1780.64
300146,汤臣倍健,9.82,-2.58,22.78,1.54,110.05
000950,重药控股,5.7,-2.23,22.79,0.84,98.51
002662,峰璟股份,3.45,-2.54,22.82,1.16,51.75
603025,大豪科技,15.94,0.82,22.83,7.23,176.8
605333,沪光股份,20.58,-0.15,22.83,2.77,95.5
300059,东方财富,18.91,-0.32,22.83,3.12,2525.11
000703,恒逸石化,13.16,2.09,22.84,1.9,500.33
601369,陕鼓动力,9.19,-4.96,22.89,1.74,156.8
601958,金钼股份,24.06,3.71,22.98,3.92,776.32
300012,华测检测,14.46,0.28,22.99,3.19,206.96
603165,荣晟环保,16.84,-0.53,23.0,2.04,52.66
002258,利尔化学,12.7,0.55,23.06,1.27,101.49
300595,欧普康视,12.0,-1.56,23.08,2.17,80.22
600458,时代新材,12.95,2.05,23.17,1.5,112.47
002841,视源股份,36.58,-1.48,23.18,1.95,190.0
601985,中国核电,9.28,1.09,23.19,1.59,1752.37
603218,日月股份,11.68,-2.42,23.26,1.15,120.18
688155,先惠技术,82.25,-1.58,23.32,4.39,103.99
601003,柳钢股份,3.85,-3.27,23.36,1.08,98.67
605499,东鹏饮料,149.6,-1.77,23.41,5.76,1011.32
002351,漫步者,11.37,-0.96,23.45,3.49,59.24
600814,杭州解百,7.29,-1.49,23.49,1.4,53.59
002392,北京利尔,8.0,-0.62,23.52,1.6,92.6
600188,兖矿能源,23.86,-0.5,23.53,3.13,1422.38
601456,国联民生,8.84,-0.34,23.58,0.94,386.93
601952,苏垦农发,8.82,-1.23,23.62,1.72,121.54
600369,西南证券,4.01,-0.5,23.64,1.0,266.47
002831,裕同科技,41.01,4.35,23.64,3.06,209.56
601789,宁波建工,4.91,-2.58,23.66,1.19,53.36
603883,老百姓,12.34,-1.44,23.7,1.38,93.65
000893,亚钾国际,46.81,2.21,23.76,3.11,380.01
600406,国电南瑞,24.64,-2.3,23.79,3.7,1973.21
300456,赛微电子,46.2,3.82,23.79,5.32,276.02
600312,平高电气,20.63,-3.24,23.8,2.4,279.93
605007,五洲特纸,13.99,-1.76,23.81,1.85,56.18
601567,三星电气,16.16,-2.12,23.85,1.94,227.08
002241,歌尔股份,26.7,0.75,23.85,2.58,839.24
600872,中炬高新,18.97,-3.26,23.87,2.49,146.26
002461,珠江啤酒,9.99,-1.96,23.88,1.97,221.11
600557,康缘药业,12.68,-1.4,23.95,1.47,71.79
601127,赛力斯,82.01,2.4,23.96,3.46,1277.06
002315,焦点科技,28.48,0.67,23.99,4.42,74.88
301048,金鹰重工,9.63,-2.92,23.99,1.79,51.36
601020,华钰矿业,25.09,1.01,24.04,4.78,205.73
301589,诺瓦星云,151.8,-3.68,24.16,3.74,52.32
600927,永安期货,13.56,-2.59,24.25,1.47,197.37
600150,中国船舶,36.45,-0.79,24.26,1.83,2743.09
002880,卫光生物,24.99,-1.19,24.27,2.36,56.68
605088,冠盛股份,34.61,0.46,24.28,2.37,69.12
002430,杭氧股份,24.58,-1.21,24.34,2.39,240.38
605009,豪悦护理,25.52,-2.15,24.4,1.58,54.88
300444,双杰电气,14.15,-4.71,24.43,5.48,88.78
603166,福达股份,12.36,-0.4,24.44,3.06,79.19
000916,华北高速,8.82,0.0,24.44,2.0,96.14
603300,海南华铁,5.47,-2.5,24.49,1.64,109.1
601890,亚星锚链,8.92,-1.98,24.5,2.2,85.58
002537,海联金汇,6.31,-1.87,24.55,1.69,73.78
002550,千红制药,6.2,-2.05,24.57,2.98,58.36
000024,招商地产,40.5,0.0,24.59,3.17,415.7
002064,华峰化学,10.04,-1.28,24.64,1.78,497.18
000338,潍柴动力,32.22,-4.39,24.69,2.93,1595.93
601882,海天精工,20.89,-1.97,24.7,3.76,109.05
601158,重庆水务,4.3,-0.92,24.73,1.18,206.4
000888,峨眉山Ａ,10.34,-2.54,24.73,2.0,54.48
603786,科博达,48.22,-0.43,24.78,3.53,194.74
000968,蓝焰控股,7.64,-2.68,24.81,1.16,73.92
003816,中国广核,4.66,-0.64,24.81,1.87,1833.02
002683,广东宏大,31.7,-0.03,24.91,3.6,211.3
002340,格林美,7.78,0.65,24.94,1.82,394.91
301345,涛涛车业,207.47,-2.28,24.96,6.26,72.68
300866,安克创新,117.63,-4.12,25.02,6.15,361.81
600906,财达证券,6.82,1.64,25.08,1.77,144.87
300015,爱尔眼科,9.08,-1.3,25.12,3.67,722.35
603239,浙江仙通,19.02,-2.86,25.2,3.98,51.49
300442,润泽科技,80.23,-2.38,25.21,9.18,1308.99
000400,许继电气,26.54,-2.5,25.25,2.2,268.51
003039,顺控发展,12.97,-1.44,25.31,2.69,80.09
002074,国轩高科,32.17,-1.26,25.33,2.02,558.55
300401,花园生物,12.06,-2.03,25.35,2.03,64.51
300750,宁德时代,433.89,3.28,25.42,6.14,18470.24
603093,南华期货,21.48,-1.47,25.47,2.68,131.04
000858,五 粮 液,82.71,-0.84,25.48,2.51,3210.4
603355,莱克电气,26.21,-3.53,25.53,2.66,150.29
002920,德赛西威,99.99,-0.9,25.58,3.94,596.56
603659,璞泰来,30.85,0.52,25.59,3.21,659.08
001391,国货航,5.2,-0.76,25.62,2.32,79.01
603217,元利科技,25.53,-4.42,25.63,1.53,53.12
300529,健帆生物,18.13,-0.71,25.65,4.56,92.91
600558,大西洋,5.63,-2.6,25.66,2.04,50.54
605016,XD百龙创,24.91,-1.97,25.66,5.2,104.63
688036,传音控股,62.26,0.42,25.68,3.55,716.73
000989,九芝堂,8.16,-1.21,25.77,1.93,56.64
002595,豪迈科技,53.09,0.93,25.78,5.25,611.59
601059,信达证券,17.03,-0.53,25.79,2.49,552.28
603606,东方电缆,42.6,-2.92,25.8,4.33,351.37
002349,精华制药,6.92,-2.12,25.8,2.09,56.34
300443,金雷股份,26.46,-2.22,25.92,1.34,64.24
601880,辽港股份,1.61,-0.62,25.96,0.93,296.45
688100,威胜信息,35.65,-3.1,25.96,4.95,175.29
002085,万丰奥威,11.68,-2.1,25.96,3.25,248.0
600848,上海临港,9.51,4.05,26.03,1.43,227.66
600888,新疆众和,11.83,0.08,26.05,1.44,183.73
002698,博实股份,12.54,-0.63,26.06,3.03,105.37
600167,联美控股,6.92,0.0,26.07,1.31,156.59
300759,康龙化成,24.04,-2.04,26.08,2.68,341.38
600141,兴发集团,31.23,-1.26,26.1,1.5,375.3
002029,七 匹 狼,8.63,-2.38,26.12,0.9,57.42
000597,东北制药,4.59,-2.34,26.16,1.18,64.68
601069,西部黄金,27.9,1.53,26.18,4.84,247.53
002901,大博医疗,40.78,-0.12,26.25,4.53,117.61
002252,上海莱士,5.25,-1.13,26.27,1.07,348.27
002850,科达利,173.87,-0.07,26.3,3.72,349.98
600395,盘江股份,5.88,-2.81,26.33,1.18,126.22
603699,纽威股份,57.18,-0.38,26.33,8.86,433.51
603132,金徽股份,17.6,1.03,26.34,5.4,172.13
000920,沃顿科技,12.28,0.16,26.36,2.89,58.04
000683,博源化工,7.26,0.0,26.38,2.07,242.64
601619,嘉泽新能,5.5,-3.51,26.44,2.01,133.91
000672,上峰水泥,16.11,-3.19,26.49,1.81,156.17
600723,首商股份,8.93,0.0,26.51,1.44,58.77
600633,浙数文化,12.32,-1.36,26.53,1.5,156.23
000408,藏格矿业,79.24,4.19,26.57,7.05,1243.19
600559,老白干酒,12.91,-1.75,26.67,2.16,117.42
002130,沃尔核材,21.46,-4.03,26.71,3.28,246.14
002511,中顺洁柔,7.37,-0.41,26.74,1.72,93.23
600547,山东黄金,29.93,1.77,26.75,4.31,1081.8
002472,双环传动,39.98,3.09,26.76,3.3,299.26
300896,爱美客,101.31,-2.91,26.76,4.02,207.13
600862,中航高科,17.76,-0.56,26.78,3.12,247.41
600816,建元信托,3.03,-0.98,26.9,1.95,165.71
601990,南京证券,6.69,-0.45,26.9,1.25,246.62
600161,天坛生物,13.25,-1.63,26.94,2.21,262.0
688029,南微医学,79.81,-0.47,26.97,3.53,149.92
000830,鲁西化工,13.22,-1.49,27.02,1.3,251.73
300841,康华生物,47.11,-1.96,27.02,1.75,56.02
002960,青鸟智控,8.1,-2.29,27.06,1.39,78.43
600664,哈药股份,3.33,-1.77,27.07,1.43,83.87
002538,ST司特,6.22,-1.58,27.08,1.0,53.06
000712,锦龙股份,10.99,-0.54,27.09,3.69,98.44
002270,华明装备,21.2,-2.44,27.09,6.48,190.0
601028,玉龙股份,12.83,0.0,27.25,2.91,100.46
000625,长安汽车,8.46,4.83,27.29,1.09,699.4
601177,杭齿前进,17.62,-0.79,27.35,2.47,70.49
001696,宗申动力,14.6,-1.75,27.37,3.01,130.14
002842,翔鹭钨业,32.41,0.97,27.48,7.26,87.01
300893,松原安全,21.39,3.73,27.49,4.79,53.66
603236,移远通信,52.49,-1.7,27.59,3.07,192.28
001316,润贝航科,36.12,-0.17,27.66,4.43,54.25
603848,好太太,14.51,-1.83,27.75,2.24,58.39
601696,中银证券,11.26,-0.97,27.77,1.62,312.8
002557,洽洽食品,22.5,-0.31,27.8,2.09,113.57
600009,上海机场,24.35,-1.97,27.85,1.4,498.27
603288,海天味业,34.68,-2.88,27.88,4.83,1928.42
301358,湖南裕能,83.98,-1.28,27.9,3.78,638.2
300003,乐普医疗,12.57,-0.79,27.91,1.41,198.47
002891,中宠股份,30.1,-2.87,27.92,2.92,96.89
000758,中色股份,6.85,1.33,27.95,2.19,135.82
002590,万安科技,11.54,-0.17,28.01,1.97,57.12
600054,黄山旅游,11.16,-0.36,28.05,1.69,57.28
300357,我武生物,22.81,-1.38,28.05,4.36,110.38
600956,新天绿能,9.87,0.2,28.06,1.8,231.76
301087,可孚医疗,46.08,-1.98,28.07,2.3,89.39
001301,尚太科技,95.67,4.01,28.12,3.47,177.7
600995,南网储能,15.58,-4.65,28.16,2.19,497.94
600163,中闽能源,6.91,-3.22,28.17,1.79,131.5
001338,永顺泰,11.17,-3.62,28.18,1.5,56.04
601609,金田股份,12.6,2.36,28.22,2.15,217.81
605020,永和股份,35.6,1.4,28.22,3.19,179.04
600116,三峡水利,6.99,-0.71,28.28,1.18,133.66
300457,赢合科技,25.66,-2.95,28.3,2.41,162.9
300035,中科电气,16.54,-2.07,28.33,2.25,96.49
300674,宇信科技,16.88,-1.75,28.34,2.69,118.67
600918,中泰证券,5.51,0.18,28.44,0.98,251.41
600268,国电南自,13.8,-2.61,28.47,3.71,139.49
300259,新天科技,5.91,-4.21,28.47,2.3,69.12
603711,香飘飘,14.31,-2.98,28.49,1.65,59.08
603380,易德龙,37.49,1.9,28.51,3.73,60.15
000750,国海证券,3.71,-0.54,28.69,1.04,215.04
000156,华数传媒,6.96,-2.11,28.76,0.85,118.31
600338,西藏珠峰,17.81,-0.39,28.77,3.6,162.82
300957,贝泰妮,36.9,-3.25,28.77,2.56,156.31
603225,新凤鸣,18.59,3.28,28.87,1.48,310.18
603583,捷昌驱动,25.08,-1.45,28.87,2.06,95.87
688087,英科再生,39.36,4.15,28.88,2.65,73.31
601579,会稽山,16.33,-2.91,28.91,2.01,78.3
600320,振华重工,4.7,-2.49,28.97,1.55,155.58
301216,万凯新材,25.1,0.12,29.01,2.23,137.63
000061,农 产 品,6.34,-3.94,29.07,1.46,113.76
601236,红塔证券,6.88,-0.43,29.13,1.31,324.51
600846,同济科技,11.31,0.53,29.16,1.63,70.66
600699,XD均胜电,26.35,1.39,29.24,2.37,357.06
002497,雅化集团,22.57,-3.05,29.27,2.36,239.15
002013,中航机电,10.78,0.0,29.33,2.87,416.35
600382,广东明珠,8.0,-1.23,29.4,1.85,55.55
688117,圣诺生物,33.1,-3.58,29.4,4.63,52.09
300919,中伟新材,51.29,-1.18,29.45,2.25,468.02
002007,华兰生物,13.87,-1.0,29.53,2.16,218.25
301498,乖宝宠物,43.73,-1.84,29.56,3.77,78.43
601888,中国中免,56.94,-2.97,29.6,2.04,1111.74
603867,新化股份,36.76,-0.38,29.6,2.55,79.29
600835,上海机电,22.22,1.05,29.61,1.61,179.21
600885,宏发股份,35.11,0.63,29.68,4.33,543.36
601865,福莱特,11.56,-1.78,29.68,1.23,219.76
603281,江瀚新材,33.8,-2.4,29.69,2.58,126.19
601611,中国核建,11.56,-1.87,29.76,1.55,348.4
601500,通用股份,4.22,-1.17,29.78,1.09,66.8
603708,家家悦,9.84,-2.86,29.83,2.61,62.81
601228,广州港,3.12,-0.95,29.85,1.09,235.39
688621,阳光诺和,51.97,-1.01,29.86,4.64,58.21
002237,恒邦股份,13.83,1.92,29.93,1.47,164.9
002967,广电计量,20.52,-0.73,29.95,2.73,112.29
601968,宝钢包装,4.6,-1.5,29.98,1.29,58.69
300274,阳光电源,172.7,-0.75,30.02,7.58,2741.66
688513,XD苑东生,46.68,-3.53,30.04,2.84,82.41
688580,伟思医疗,52.21,0.69,30.04,2.85,50.0
000049,德赛电池,25.37,-0.59,30.16,1.45,97.56
688076,ST诺泰,29.56,-1.66,30.21,3.0,93.42
002152,广电运通,10.31,-1.9,30.25,2.1,255.91
002283,天润工业,11.02,0.18,30.27,2.09,110.51
300409,道氏技术,22.1,-2.0,30.29,2.13,151.94
600101,明星电力,10.19,-2.49,30.3,1.77,55.83
301339,通行宝,11.81,-0.84,30.3,2.44,67.29
600737,中粮糖业,14.15,-0.28,30.56,2.6,302.65
600056,中国医药,9.87,-0.8,30.58,1.23,147.59
300861,美畅股份,18.76,-2.24,30.61,1.91,79.14
688697,纽威数控,20.73,0.0,30.63,4.95,94.81
002632,道明光学,10.38,0.29,30.7,3.06,59.63
688219,会通股份,11.2,-1.5,30.73,2.02,61.56
002568,百润股份,19.88,-1.54,30.79,4.11,151.7
002346,柘中股份,19.45,-4.84,30.8,2.97,76.27
603866,桃李面包,4.85,-0.41,30.83,1.47,77.59
688389,普门科技,11.74,-1.18,30.86,2.48,50.3
002250,联化科技,14.2,-1.59,30.86,1.87,127.09
603027,千禾味业,7.76,-1.65,30.87,2.94,96.97
603590,康辰药业,32.81,-4.04,30.93,1.62,51.91
603897,长城科技,45.72,-2.72,30.93,3.72,94.38
000591,太阳能,5.69,-3.89,30.98,0.93,222.1
300413,芒果超媒,17.42,-2.68,31.1,1.38,177.98
002438,江苏神通,17.3,2.37,31.2,2.31,81.12
600131,国网信通,17.12,-2.84,31.28,3.17,204.74
000522,白云山A,23.27,0.0,31.28,6.55,109.15
002956,西麦食品,21.88,-1.97,31.29,4.28,68.38
600169,ST太重,2.27,-1.3,31.33,1.46,75.66
002475,立讯精密,74.0,4.65,31.35,6.11,5384.2
300001,特锐德,37.15,-1.8,31.37,4.65,384.47
600029,南方航空,5.35,-1.47,31.43,2.62,721.02
301267,华厦眼科,17.31,-1.54,31.43,2.67,112.25
600278,东方创业,6.67,-2.2,31.45,0.77,57.4
601008,连云港,4.53,-1.52,31.46,1.35,56.2
000983,山西焦煤,7.36,0.82,31.47,1.13,417.83
002202,金风科技,23.24,-0.94,31.53,2.47,781.68
002797,第一创业,6.93,-1.56,31.63,1.65,291.23
300761,立华股份,19.94,-3.9,31.7,1.8,125.23
603501,豪威集团,92.65,0.46,31.74,3.56,1121.61
300014,亿纬锂能,65.48,0.75,31.77,3.3,1383.26
688050,爱博医疗,43.61,-0.39,31.84,2.95,84.34
301101,明月镜片,31.96,-3.06,31.9,3.75,61.01
002594,比亚迪,96.76,3.32,32.02,3.8,3373.65
603087,甘李药业,54.99,4.33,32.07,2.93,306.77
605167,利柏特,15.49,1.18,32.18,3.38,69.57
601218,吉鑫科技,5.26,-2.23,32.19,1.7,50.97
000833,粤桂股份,23.24,-2.43,32.21,4.65,105.44
300130,新国都,23.8,-1.08,32.22,2.99,103.33
603868,飞科电器,38.46,-0.05,32.24,4.77,167.53
688410,山外山,16.48,0.24,32.24,2.87,52.67
301330,熵基科技,27.11,-1.78,32.24,1.84,52.68
600685,中船防务,27.86,-0.82,32.28,2.16,228.85
300693,盛弘股份,50.41,-1.04,32.28,7.52,135.53
603328,依顿电子,12.52,1.13,32.29,2.89,125.01
603383,顶点软件,31.97,-1.21,32.29,4.61,65.66
300226,上海钢联,21.7,-2.12,32.33,3.09,66.5
003006,百亚股份,16.64,-3.09,32.34,5.09,71.31
600985,淮北矿业,15.68,-0.82,32.35,1.01,422.3
300680,隆盛科技,34.33,1.06,32.39,3.74,59.78
002626,金达威,15.08,-1.57,32.41,2.09,91.97
300008,天海防务,6.43,-2.87,32.44,4.43,105.92
600763,通策医疗,36.81,-1.97,32.6,3.72,164.65
600085,同仁堂,25.66,-1.46,32.64,2.5,351.92
000927,中国铁物,2.7,-1.46,32.64,1.66,163.36
300487,蓝晓科技,56.86,-3.59,32.68,6.5,175.14
300797,钢研纳克,13.94,-2.04,32.69,3.96,52.76
603589,口子窖,21.46,-2.98,32.78,1.2,128.36
600623,华谊集团,8.73,-2.35,32.79,0.82,163.78
002158,汉钟精机,29.01,0.8,32.82,3.48,154.79
603919,金徽酒,21.06,-2.55,32.86,3.02,106.83
603416,信捷电气,54.99,1.72,32.92,3.14,76.57
600197,伊力特,12.36,-3.21,33.03,1.47,58.48
000959,首钢股份,3.59,-1.64,33.13,0.55,267.51
600603,广汇物流,4.95,-0.4,33.14,0.8,58.21
300406,九强生物,12.0,0.08,33.15,2.11,50.92
600366,宁波韵升,12.39,1.89,33.2,2.14,136.17
000958,电投产融,6.31,1.77,33.26,2.42,339.69
600059,古越龙山,8.23,-1.32,33.3,1.27,75.02
600133,东湖高新,8.66,-0.57,33.31,1.01,92.34
000403,派林生物,12.39,0.0,33.34,1.45,116.55
300196,长海股份,26.58,0.61,33.39,2.33,65.63
603693,江苏新能,16.98,-0.76,33.4,2.11,151.37
605005,合兴股份,16.61,-0.84,33.4,3.13,66.61
301301,川宁生物,8.86,-2.1,33.4,2.53,54.74
600263,路桥建设,16.43,0.0,33.44,3.12,67.06
003033,征和工业,63.08,0.83,33.44,3.71,50.93
603283,赛腾股份,48.21,0.02,33.47,4.98,169.95
